stop_id_clean,canonical_stop_name,canonical_name_rows,stop_name_variant_count,total_named_rows,stop_name_examples
4336,Groton Rd @ Per,56,2,63,Groton Rd @ Per | Groton@Peruvill
4714,W Main @ Hilton,57,2,63,W Main @ Hilton | WMain@Hltn
568,366 Elmira Rd -,62,2,63,366 Elmira Rd - | 366Elmira-Spdwy
2323,Mecklenburg Rd,52,2,61,Mecklenburg Rd | Mcklbrg@Aplgate
4709,Dryden Rd @ Iri,49,2,60,Dryden Rd @ Iri | Rt13@IrishStlmt
2315,Mecklenburg Rd,58,2,59,Mecklenburg Rd | Mcklbrg@Shefld
3947,Guthrie Ithaca,54,2,59,Guthrie Ithaca | Guthrie
3555,Gaslight Villag,51,2,58,Gaslight Villag | GasltVillagApts
5734,Slater @ BDale,56,2,58,Slater @ BDale | Slaterville Rd
4360,Main @ South (G,53,2,57,Main @ South (G | Main @ South
3903,Hanshaw @ Murie,36,2,52,Hanshaw @ Murie | Hanshaw@Muriel
5530,Honness @ Pine,43,2,52,Honness @ Pine | Honness@Pine Tr
905,Tompkins @ Cayu,45,2,52,Tompkins @ Cayu | Tompkins@Cayuga
2573,Trumansburg Rd,47,2,49,Trumansburg Rd | Tbrg@KrumsCor
3727,Warren at Warre,42,2,49,Warren at Warre | Warr@WarrWoodAp
3554,Uptown Village,35,2,48,Uptown Village | UptownVillApt
730,Warren Pl @ Hec,35,2,48,Warren Pl @ Hec | WarrenPl@Hector
537,Cherry St @ Art,40,2,46,Cherry St @ Art | Cherry @ Arthau
2337,Enfield Main Rd,40,2,45,Enfield Main Rd | EnfdMnRd@Bostwk
2582,Trumansburg Rd,42,2,45,Trumansburg Rd | Tbrg@Colegrove
538,Cecil Malone Dr,42,2,45,Cecil Malone Dr | Cecil @ Mary WB
704,Chestnut @ Sunr,39,2,45,Chestnut @ Sunr | Chestnt@Sunrise
5721,Slaterville Rd,31,2,44,Slaterville Rd | Rt79@ParkLn WB
3741,Warren @ Dart,39,2,41,Warren @ Dart | WarrenRd@DartDr
3725,Warren at BOCES,31,2,39,Warren at BOCES | Warren @ BOCES
5729,Slaterville Rd,35,2,39,Slaterville Rd | Sltrvl@GermanCr
5752,Slaterville Rd,36,2,38,Slaterville Rd | Sltrvl@Boicevil
3782,Brown @ Thornwo,34,2,36,Brown @ Thornwo | Brown@Thornwd
3901,Hanshaw @ Warre,30,2,35,Hanshaw @ Warre | Hanshaw@Warren
2338,Enfield Main Rd,29,2,34,Enfield Main Rd | EnfdMnRd@Bostwk
341,Main Entrnce IC,33,2,34,Main Entrnce IC | IC-MainEntrance
5715,Slater @ Lois,31,2,34,Slater @ Lois | Sltrvl@Lois Ln
5753,Slaterville Rd,29,2,34,Slaterville Rd | Sltrvl@Boicevil
748,412 Hector St,29,2,30,412 Hector St | 412 Hector
3747,Warren Rd Post,26,2,29,Warren Rd Post | Warren@Post Off
733,Mecklenburg Rd,26,2,28,Mecklenburg Rd | Meckbrg@Conifer
4335,Groton Rd @ Per,20,2,26,Groton Rd @ Per | Groton@Peruvill
3721,Warren @ Christ,21,2,25,Warren @ Christ | WarrenRd@Chris
3735,10 Brentwood Dr,22,2,25,10 Brentwood Dr | 10Brentwood
4779,Freeville Rd @,24,2,25,Freeville Rd @ | Freeville@Lewis
6368,South Danby Par,20,2,22,South Danby Par | SDanbyParkRide
4728,South @ Ferguso,13,2,20,South @ Ferguso | South@Ferguson
1708,State/MLK @ Gil,16,2,18,State/MLK @ Gil | State@Giles
2559,Trumansburg Rd,12,2,15,Trumansburg Rd | Tbrg@Dubois
1375,Parkway@Upland,9,2,14,Parkway@Upland | The Parkway @ U
6711,Elmira Rd @ Fiv,13,2,14,Elmira Rd @ Fiv | Elmira@FiveMile
744,Hector @ N Tayl,9,2,14,Hector @ N Tayl | Hector@Taylor
779,Cliff @ Vinegar,12,2,13,Cliff @ Vinegar | Clif@VinegarHil
1377,The Parkway @ N,11,2,12,The Parkway @ N | Parkway @ Nway
3715,Hanshaw @ Black,10,2,11,Hanshaw @ Black | Hanshaw@Blackst
5539,Snyder Hill @ P,9,2,11,Snyder Hill @ P | SnyderHill@Trai
5736,BDale @ Slater,10,2,11,BDale @ Slater | BdaleRd@Sltrvl
5744,Slaterville Rd,10,2,11,Slaterville Rd | Sltrvl@SnydrHil
2320,Mecklenburg Rd,7,2,10,Mecklenburg Rd | Mcklbrg@VanDorn
3115,East Shore Dr @,9,2,10,East Shore Dr @ | EShore@Waterwag
773,Campbell @ Hopk,9,2,10,Campbell @ Hopk | Campbl@Hopkins
785,TBurg @ Hopkins,7,2,9,TBurg @ Hopkins | Tburg@Hopkins
1371,Northway @ Trip,3,2,6,Northway @ Trip | Northwy@Tripham
721,Warren Pl @ Hoo,3,2,5,Warren Pl @ Hoo | WarrenPl@Hook
747,413 Hector St,4,2,5,413 Hector St | 413 Hector
2563,Tbrg@Woolf,2,2,3,Tbrg@Woolf | Trumansburg Rd
745,Hector @ Fallvi,2,2,3,Hector @ Fallvi | Hector @ Fairvi
4538,Dryden Rd @ Mai,1,2,2,Dryden Rd @ Mai | Rt 13@Rt 366
1719,College @ Oak,95299,1,95299,College @ Oak
1534,Sage Hall,94075,1,94075,Sage Hall
1330,Appel Commons,70423,1,70423,Appel Commons
103,Tioga @ Court,38445,1,38445,Tioga @ Court
1546,Dairy Bar Acros,35732,1,35732,Dairy Bar Acros
1541,Uris Hall,32136,1,32136,Uris Hall
1547,Dairy Bar,22626,1,22626,Dairy Bar
105,Court @ Linn,18982,1,18982,Court @ Linn
1544,Bradfield Hall,16362,1,16362,Bradfield Hall
1555,Vet School,15296,1,15296,Vet School
998,TCAT Office,13744,1,13744,TCAT Office
541,Wegmans,12761,1,12761,Wegmans
1717,Oak @ College,8087,1,8087,Oak @ College
1714,Catherine Commo,6381,1,6381,Catherine Commo
1521,Milstein Hall,6331,1,6331,Milstein Hall
3785,Airport,5423,1,5423,Airport
2542,Overlook Apts,5270,1,5270,Overlook Apts
535,Titus Towers,4838,1,4838,Titus Towers
4783,TC3,4770,1,4770,TC3
1562,Campus @ Tower,4766,1,4766,Campus @ Tower
4365,Groton Speedway,3610,1,3610,Groton Speedway
1520,Milstein Hall,3244,1,3244,Milstein Hall
3587,Graham@Butler,2824,1,2824,Graham@Butler
374,College Circle,2814,1,2814,College Circle
1122,Lake @ Lincoln,2759,1,2759,Lake @ Lincoln
543,HomeGoods,2623,1,2623,HomeGoods
4512,Varna,2313,1,2313,Varna
134,McGraw House,2002,1,2002,McGraw House
1549,Garden@Tower,1770,1,1770,Garden@Tower
523,Plain @ Wood,1552,1,1552,Plain @ Wood
738,Conifer Village,1546,1,1546,Conifer Village
2671,Compass MHC,1437,1,1437,Compass MHC
6779,Main @ Bridge,1151,1,1151,Main @ Bridge
551,Walmart South E,1147,1,1147,Walmart South E
1770,CISER,1144,1,1144,CISER
801,Cass Park,958,1,958,Cass Park
930,Third @ Hancock,924,1,924,Third @ Hancock
1536,Hoy @ Hoy Field,911,1,911,Hoy @ Hoy Field
531,Meadow @ Wood,847,1,847,Meadow @ Wood
532,Meadow @ Wood,779,1,779,Meadow @ Wood
3584,YMCA,721,1,721,YMCA
929,Third @ Hancock,696,1,696,Third @ Hancock
1119,Auden Ithaca,585,1,585,Auden Ithaca
512,Clinton @ Corn,528,1,528,Clinton @ Corn
365,Longview,525,1,525,Longview
4554,Creekwood Apts,502,1,502,Creekwood Apts
4751,North @ Lee,499,1,499,North @ Lee
4787,TC3 Dorms,483,1,483,TC3 Dorms
1123,Falls @ Lake,450,1,450,Falls @ Lake
133,McGraw House,390,1,390,McGraw House
4553,Creekwood Apts,385,1,385,Creekwood Apts
934,Third @ Adams,359,1,359,Third @ Adams
6781,Main @ Pearl,342,1,342,Main @ Pearl
3306,Asbury @ Warren,336,1,336,Asbury @ Warren
2309,EcoVillage,330,1,330,EcoVillage
4724,South @ Union,301,1,301,South @ Union
2961,Taugh Park,279,1,279,Taugh Park
3790,Langmuir Lab,268,1,268,Langmuir Lab
368,Terrace Apts So,266,1,266,Terrace Apts So
3750,Borg Warner,261,1,261,Borg Warner
369,Danby @ Vista,260,1,260,Danby @ Vista
3586,Butler@Graham,242,1,242,Butler@Graham
573,Butter Falls,228,1,228,Butter Falls
5540,Tower View @ Sl,218,1,218,Tower View @ Sl
2641,Juniper Manor,213,1,213,Juniper Manor
3748,Warren @ Bomax,193,1,193,Warren @ Bomax
3550,Uptown @ Cinema,187,1,187,Uptown @ Cinema
3923,128 Muriel St,173,1,173,128 Muriel St
918,Dey @ Lincoln,171,1,171,Dey @ Lincoln
6349,Danby Fire Stat,168,1,168,Danby Fire Stat
4735,Keith @ Lake,167,1,167,Keith @ Lake
358,Aurora @ Outloo,161,1,161,Aurora @ Outloo
925,Tioga @ Falls,159,1,159,Tioga @ Falls
117,Seneca @ Corn,138,1,138,Seneca @ Corn
751,Elm Street @ El,136,1,136,Elm Street @ El
732,Mecklenburg Rd,129,1,129,Mecklenburg Rd
5547,Joanne @ Easter,128,1,128,Joanne @ Easter
734,Hector @ Warren,126,1,126,Hector @ Warren
524,Plain @ Wood,122,1,122,Plain @ Wood
718,Haller @ Elm,117,1,117,Haller @ Elm
4567,Upper Creek @ E,109,1,109,Upper Creek @ E
720,Hook @ Haller,105,1,105,Hook @ Haller
3954,Guthrie Hanshaw,102,1,102,Guthrie Hanshaw
4561,Etna Rd @ Pinck,101,1,101,Etna Rd @ Pinck
356,Aurora @ Hillvi,80,1,80,Aurora @ Hillvi
5543,Park Ln @ Tudor,80,1,80,Park Ln @ Tudor
4312,Freeville Rd at,76,1,76,Freeville Rd at
755,Westhaven Road,74,1,74,Westhaven Road
757,Westhaven Road,65,1,65,Westhaven Road
3549,Cinema @ Uptown,63,1,63,Cinema @ Uptown
1769,CISER,62,1,62,CISER
6787,Main @ Vankirk,61,1,61,Main @ Vankirk
4562,Etna @ Pinckney,56,1,56,Etna @ Pinckney
5534,Grandview Park,52,1,52,Grandview Park
3759,Warren @ Farrel,42,1,42,Warren @ Farrel
1137,East Shore @ Ja,41,1,41,East Shore @ Ja
767,Campbell @ Hect,38,1,38,Campbell @ Hect
3309,Asbury @ Armstr,37,1,37,Asbury @ Armstr
3315,Triphammer @ Pe,36,1,36,Triphammer @ Pe
5795,Boiceville Cott,36,1,36,Boiceville Cott
754,Westhaven Road,34,1,34,Westhaven Road
4550,Lower Creek @ P,32,1,32,Lower Creek @ P
571,Elmira @ Butter,31,1,31,Elmira @ Butter
4505,Dryden Rd @ Gam,30,1,30,Dryden Rd @ Gam
6717,Elmira Rd @ Enf,29,1,29,Elmira Rd @ Enf
2316,Mecklenburg Rd,28,1,28,Mecklenburg Rd
2549,Biggs Memorial,26,1,26,Biggs Memorial
4723,South @ Union,26,1,26,South @ Union
3120,East Shore Dr @,24,1,24,East Shore Dr @
5722,Slaterville Rd,24,1,24,Slaterville Rd
5788,BDale P+R,22,1,22,BDale P+R
2934,Cayuga Nat Ctr,21,1,21,Cayuga Nat Ctr
6718,Elmira Rd @ Enf,20,1,20,Elmira Rd @ Enf
805,Ithaca Children,20,1,20,Ithaca Children
4325,Rte 38 @ Fall C,16,1,16,Rte 38 @ Fall C
926,Falls @ Tioga,16,1,16,Falls @ Tioga
954,Hancock @ First,16,1,16,Hancock @ First
4572,Lower Creek @ C,15,1,15,Lower Creek @ C
753,Westhaven Road,15,1,15,Westhaven Road
4569,Etna Mills Apts,14,1,14,Etna Mills Apts
539,Cecil Malone Dr,14,1,14,Cecil Malone Dr
4565,Etna Rd @ Wood,13,1,13,Etna Rd @ Wood
6721,Elmira Rd @ Enf,13,1,13,Elmira Rd @ Enf
804,Ithaca Children,13,1,13,Ithaca Children
774,Campbell @ Hopk,12,1,12,Campbell @ Hopk
719,Haller @ Hook,11,1,11,Haller @ Hook
1121,Lake @ Falls,10,1,10,Lake @ Falls
6350,Danby Fire Stat,10,1,10,Danby Fire Stat
1709,State/MLK @ Cor,9,1,9,State/MLK @ Cor
3312,Asbury @ Tripha,9,1,9,Asbury @ Tripha
3752,Warren @ Dutch,9,1,9,Warren @ Dutch
5786,Brooktondale St,9,1,9,Brooktondale St
4780,Freeville Rd @,8,1,8,Freeville Rd @
5742,Slaterville Rd,8,1,8,Slaterville Rd
6352,Danby TH P+R,8,1,8,Danby TH P+R
6353,Danby Rd @ Bald,8,1,8,Danby Rd @ Bald
6363,Danby Rd @ Stea,8,1,8,Danby Rd @ Stea
725,Warren Pl @ Sun,8,1,8,Warren Pl @ Sun
756,Westhaven Road,8,1,8,Westhaven Road
914,Lincoln @ Cayug,8,1,8,Lincoln @ Cayug
3605,Triphammer @ Cr,7,1,7,Triphammer @ Cr
3931,Hanshaw @ Sapsu,7,1,7,Hanshaw @ Sapsu
1145,Stewart Park 22,6,1,6,Stewart Park 22
3760,Warren @ Farrel,6,1,6,Warren @ Farrel
5718,Slaterville @ P,6,1,6,Slaterville @ P
572,Elmira @ Butter,6,1,6,Elmira @ Butter
750,Elm Street @ Ha,6,1,6,Elm Street @ Ha
752,Westhaven Road,6,1,6,Westhaven Road
1124,Falls @ Lake,5,1,5,Falls @ Lake
1138,East Shore @ Ja,5,1,5,East Shore @ Ja
2670,Seneca @ Main (,5,1,5,Seneca @ Main (
355,Aurora @ Hillvi,5,1,5,Aurora @ Hillvi
4311,Freeville Rd at,5,1,5,Freeville Rd at
4521,Dryden Rd @ Tur,5,1,5,Dryden Rd @ Tur
6712,Elmira Rd @ Fiv,5,1,5,Elmira Rd @ Fiv
717,Haller @ Elm,5,1,5,Haller @ Elm
932,Hancock @ Third,5,1,5,Hancock @ Third
1120,Auden Ithaca,4,1,4,Auden Ithaca
1757,Pine Tree Rd @,4,1,4,Pine Tree Rd @
2669,Main @ Seneca (,4,1,4,Main @ Seneca (
3111,EShore@Burd Hil,4,1,4,EShore@Burd Hil
4316,Railroad @ Cook,4,1,4,Railroad @ Cook
5730,Slaterville Rd,4,1,4,Slaterville Rd
6338,Danby Rd @ Muzz,4,1,4,Danby Rd @ Muzz
4361,Main@RR Groton,3,1,3,Main@RR Groton
4734,Rt 38 @ Keith,3,1,3,Rt 38 @ Keith
5711,Rt79 @ Tower Vi,3,1,3,Rt79 @ Tower Vi
5737,Slaterville Rd,3,1,3,Slaterville Rd
6358,Danby Rd @ Mich,3,1,3,Danby Rd @ Mich
1351,A Lot-UpperStop,2,1,2,A Lot-UpperStop
1758,Pine Tree Rd @,2,1,2,Pine Tree Rd @
2567,Trumansburg Rd,2,1,2,Trumansburg Rd
2577,Trumansburg Rd,2,1,2,Trumansburg Rd
2578,Trumansburg Rd,2,1,2,Trumansburg Rd
2581,Trumansburg Rd,2,1,2,Trumansburg Rd
2933,RT89 @ Cayuga N,2,1,2,RT89 @ Cayuga N
2972,Taugh Overlook,2,1,2,Taugh Overlook
3305,Warren @ Asbury,2,1,2,Warren @ Asbury
5532,Pine Tree @ Hon,2,1,2,Pine Tree @ Hon
5708,Slaterville Rd,2,1,2,Slaterville Rd
5733,Sltrvl@BdaleRd,2,1,2,Sltrvl@BdaleRd
6330,Danby Rd @ Comf,2,1,2,Danby Rd @ Comf
920,Lincoln @ Dey,2,1,2,Lincoln @ Dey
3140,East Shore Dr @,1,1,1,East Shore Dr @
3613,Triphammer @ Tr,1,1,1,Triphammer @ Tr
3614,Triphammer @ Wa,1,1,1,Triphammer @ Wa
3743,Warren @ Northw,1,1,1,Warren @ Northw
3905,Hanshaw @ Salem,1,1,1,Hanshaw @ Salem
3908,Hanshaw@Muriel,1,1,1,Hanshaw@Muriel
4352,Groton High Sch,1,1,1,Groton High Sch
4537,Main St @ Dryde,1,1,1,Main St @ Dryde
4713,W Main @ Hilton,1,1,1,W Main @ Hilton
536,Cherry St. @ Ar,1,1,1,Cherry St. @ Ar
5707,Slaterville Rd,1,1,1,Slaterville Rd
5720,Pine Tree @ Sla,1,1,1,Pine Tree @ Sla
5738,Sltrvl@BsmrHill,1,1,1,Sltrvl@BsmrHill
5754,Boiceville @ Sl,1,1,1,Boiceville @ Sl
6344,Danby Rd @ Mill,1,1,1,Danby Rd @ Mill
6364,Danby Rd @ Stea,1,1,1,Danby Rd @ Stea
6720,Elmira Rd @ Enf,1,1,1,Elmira Rd @ Enf
