source_month,event_time,ts,ts_event,ts_vhist,bus,tr_seq,route_clean,stop_id_clean,stop_name_raw_clean,text_clean,description_clean,media_text_clean,corrected_rider_num
02,2025-02-13 09:26:22,2025-02-13 09:26:22,2025-02-13 09:26:22,,2102,69.0,32,,,Mobile Ticket Transaction,15 Ride Pass Mobile,15 RIDE,1
02,2025-02-13 09:26:22,2025-02-13 09:26:22,2025-02-13 09:26:22,,2102,69.0,32,,,Mobile Ticket Transaction,15 Ride Pass Mobile,15 RIDE,1
02,2025-02-13 09:41:05,2025-02-13 09:41:05,2025-02-13 09:41:05,,2102,70.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:41:05,2025-02-13 09:41:05,2025-02-13 09:41:05,,2102,70.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:49:17,2025-02-13 09:49:17,2025-02-13 09:49:17,,2102,71.0,32,,,Smart card usage - ride,15 RIDE HALF-FARE TCARD,15 RIDE,1
02,2025-02-13 09:49:17,2025-02-13 09:49:17,2025-02-13 09:49:17,,2102,71.0,32,,,Smart card usage - ride,15 RIDE HALF-FARE TCARD,15 RIDE,1
02,2025-02-13 09:49:22,2025-02-13 09:49:22,2025-02-13 09:49:22,,2102,72.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:49:22,2025-02-13 09:49:22,2025-02-13 09:49:22,,2102,72.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:49:25,2025-02-13 09:49:25,2025-02-13 09:49:25,,2102,73.0,32,,,Mobile Ticket Transaction,15 Ride Pass Mobile,15 RIDE,1
02,2025-02-13 09:49:25,2025-02-13 09:49:25,2025-02-13 09:49:25,,2102,73.0,32,,,Mobile Ticket Transaction,15 Ride Pass Mobile,15 RIDE,1
02,2025-02-13 09:49:27,2025-02-13 09:49:27,2025-02-13 09:49:27,,2102,74.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:49:27,2025-02-13 09:49:27,2025-02-13 09:49:27,,2102,74.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:52:57,2025-02-13 09:52:57,2025-02-13 09:52:57,,2102,75.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:52:57,2025-02-13 09:52:57,2025-02-13 09:52:57,,2102,75.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:53:05,2025-02-13 09:53:05,2025-02-13 09:53:05,,2102,76.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:53:05,2025-02-13 09:53:05,2025-02-13 09:53:05,,2102,76.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:53:08,2025-02-13 09:53:08,2025-02-13 09:53:08,,2102,77.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:53:08,2025-02-13 09:53:08,2025-02-13 09:53:08,,2102,77.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:53:12,2025-02-13 09:53:12,2025-02-13 09:53:12,,2102,78.0,32,,,Mobile Ticket Transaction,15 Ride Pass Mobile,15 RIDE,1
02,2025-02-13 09:53:12,2025-02-13 09:53:12,2025-02-13 09:53:12,,2102,78.0,32,,,Mobile Ticket Transaction,15 Ride Pass Mobile,15 RIDE,1
02,2025-02-13 09:53:16,2025-02-13 09:53:16,2025-02-13 09:53:16,,2102,79.0,32,,,Special card,Cornell Card,Cornell,1
02,2025-02-13 09:53:16,2025-02-13 09:53:16,2025-02-13 09:53:16,,2102,79.0,32,,,Special card,Cornell Card,Cornell,1
